name,discount_in_percent,price_in_brl,rating_in_percent,end_time_in_seconds,start_time_in_second,release_time_in_second
Hidden Paws,35,4.21,83.12,1636999200,1636394462,1521676800
Slayer Of Traitors,50,1.14,28.3,1636650000,1635442726,1526169600
Bitcoin VS Brain,49,1.15,31.69,1637085600,1635872775,1521072000
Next 3,40,1.37,82.95,1636999200,1636394463,1522713600
Hidden Space,30,4.54,54.17,1636999200,1636394463,1522368000
Real Drift,74,1.16,45.76,1637258400,1636045559,1535673600
Asteroid Deflector XL,67,2.14,69.2,1637344800,1636131947,1521763200
Bitcoin,50,1.14,41.97,1637258400,1636045560,1541980800
INFINITY CHALLENGE,20,8.71,40.58,1637690400,1636480913,1527552000
Crypto Girl The Visual Novel,90,1.23,35.64,1636999200,1636394463,1521590400
Russian Prisoner VS Nazi Zombies,50,1.14,50.49,1636999200,1636394464,1521590400
Adventure of a Lifetime,40,16.13,89.56,1636999200,1636394464,1524700800
The famous diver,86,1.21,72.17,1636999200,1636394464,1521676800
Yafti,30,1.6,61.05,1637431200,1636218334,1523491200
Idol Manager,20,30.39,84.07,1636740000,1636182395,1627257600
SAS VS Zombies,50,1.14,39.66,1636999200,1636394464,1521763200
Typical Nightmare,80,4.13,41.89,1636999200,1636394464,1534809600
Peace Duke,86,1.21,52.81,1636999200,1636394464,1522022400
Round Mars,89,1.19,66.33,1636999200,1636394464,1522108800
Sloppy Goat,86,1.21,68.01,1636999200,1636394464,1522281600
Achievement Clicker 2019,50,1.14,74.47,1636999200,1636394462,1523577600
The Bell Chimes for Gold,40,12.41,67.93,1636740000,1636182394,1522972800
HELLFRONT: HONEYMOON,80,4.13,77.25,1637172000,1636394462,1545177600
Temptation,86,1.21,50.0,1636999200,1636394462,1522281600
Dude Simulator 2,89,1.19,52.67,1636912800,1635699939,1530144000
CyberRebeat -The Fifth Domain of Warfare-,50,10.34,71.52,1636740000,1636182395,1535068800
BlueberryNOVA,50,3.24,66.16,1636999200,1636394462,1522886400
Sacred Stones,60,8.27,75.53,1636740000,1636182396,1532131200
I am not a Monster: First Contact,75,5.69,75.59,1636740000,1636182396,1538006400
Coin Pusher,50,1.14,55.75,1637258400,1636045560,1550016000
Dead End Job,80,6.59,74.15,1637172000,1636394463,1576195200
Bounce,90,2.06,62.64,1637172000,1635962916,1522627200
Mama Farm,50,3.24,64.08,1636999200,1636394463,1523318400
Blonde Driver,50,1.14,51.19,1636999200,1636394463,1523318400
bomber-un,82,1.16,62.0,1636999200,1636394463,1522886400
CryoFall,50,18.99,76.66,1636912800,1635872776,1619654400
Robots Attack On Vapeland,82,1.16,34.14,1636999200,1636394463,1522800000
Russian World,50,1.14,77.96,1636999200,1636394463,1522800000
Hero Go,50,2.24,72.42,1636999200,1636394464,1526428800
Age of Fear: The Undead King GOLD,50,24.99,84.73,1636999200,1635442052,1560211200
Hungry Fish Evolution,50,1.14,41.41,1636999200,1635789875,1523404800
HexLab,50,5.44,63.88,1637258400,1636045563,1532044800
Rabbit: Jigsaw Puzzles,50,1.14,72.22,1636999200,1636394464,1523577600
Dungeon Adventure,50,3.24,40.58,1636999200,1636394464,1529452800
Last Stanza,40,11.99,62.1,1636740000,1636182394,1541721600
La-Mulana 2,30,33.24,81.73,1636740000,1636182397,1532908800
Deadly Stigma,50,1.14,73.45,1636999200,1636394464,1535155200
Horror Fish Simulator,50,1.14,47.63,1637344800,1636131947,1523750400
Intelligence: Dinosaurs,86,1.21,69.2,1636999200,1636394464,1531785600
Time Tenshi Paradox: Episode 2,40,3.89,54.02,1636999200,1636394464,1523577600
Viking Brothers 2,75,3.62,74.63,1636740000,1636182397,1490140800
Viking Brothers 3,75,3.62,73.45,1636740000,1636182398,1511913600
Viking Brothers 4,75,3.62,74.51,1636740000,1636182398,1524614400
Fated Kingdom,70,6.2,73.67,1636999200,1636394464,1572825600
MineSweep,50,1.14,56.28,1637258400,1636045561,1531440000
Pixel Game Maker MV,67,49.16,68.39,1636740000,1636182500,1568851200
Dark Ghost RPG,90,1.23,46.69,1636999200,1636394464,1523923200
Bitcoin Trader,82,1.16,42.9,1637085600,1635872777,1525305600
Bloodstained: Curse of the Moon,50,10.34,90.79,1636740000,1636182398,1527120000
Deadliest Catch: The Game,80,7.59,52.18,1637431200,1636218336,1586822400
Russian AYE Horror,50,1.14,54.67,1636999200,1636394464,1524009600
Undead & Beyond,50,6.19,68.8,1637431200,1636218336,1624665600
Match Connect Challenge,65,1.57,59.6,1636999200,1636394464,1525996800
My Car,50,1.14,65.17,1637258400,1636045561,1551744000
Square Head Zombies 2 - FPS Game,90,2.8,43.16,1637085600,1635872777,1564444800
"Honey, I Joined a Cult",25,44.99,76.07,1636740000,1636218337,1631577600
Intelligence,89,1.19,61.97,1636999200,1636394464,1524096000
Prison Simulator,10,34.19,79.41,1636650039,1636034114,1635984000
ILLUSION,74,1.16,81.0,1636999200,1635786711,1525824000
IronCommando/钢铁突击队,50,1.14,75.0,1637258400,1636045563,1618876800
Infected Battlegrounds,75,5.17,59.52,1637344800,1636117515,1533168000
TheShooterGame,85,1.85,42.04,1636999200,1636394466,1525219200
Obscurity,50,1.14,34.58,1637258400,1636045561,1525392000
Hentai PuZZles,50,1.14,44.87,1636999200,1636394466,1524700800
Heart of the Woods,25,31.5,89.97,1636740000,1636182399,1550188800
Vietnam War PuZZles,50,1.14,62.49,1636999200,1636394466,1524614400
Color Path,40,1.37,61.97,1637690400,1636480914,1525996800
Ride To Canada,50,2.24,59.97,1636999200,1636394466,1525996800
ΔV: Rings of Saturn,37,13.03,86.33,1636999200,1636394466,1565568000
The Legacy: Prisoner,65,5.07,77.32,1637258400,1636045563,1529280000
Strike!OvulationDivine Fist! Rebellion to Extinction!,50,9.29,41.67,1636999200,1636394465,1574208000
Truth: Disorder II,45,2.46,29.25,1636999200,1636394465,1525219200
Story: Heaven & Hell (Complete Edition),89,1.19,40.99,1636999200,1635441138,1536192000
Find your way,90,2.68,63.1,1636999200,1633972166,1554854400
Roundguard,51,18.61,79.48,1636740000,1636182399,1584057600
UFO Simulator Control Master,30,7.62,59.42,1637085600,1636218337,1547424000
Super GTR Racing,86,1.21,57.36,1636999200,1636394465,1526601600
Professor Madhouse,74,1.16,43.95,1637431200,1636218340,1528070400
Imperi II,70,1.94,44.31,1637431200,1636218338,1527206400
Number Guesser,40,1.37,60.54,1636999200,1636394465,1525737600
Touhou Luna Nights,20,27.99,94.94,1636740000,1636182399,1551052800
Blood Harvest 3,90,3.79,74.48,1636999200,1635789876,1528156800
Omae Wa Mou Shindeiru,89,1.19,57.26,1636999200,1636394465,1525651200
Free the Animation,80,4.13,40.58,1637344800,1636131949,1528416000
MindSeize,50,14.49,72.78,1637517600,1636308048,1581033600
Zombie Hotel,20,5.19,50.0,1636999200,1636394465,1526688000
Sandmade,30,1.6,82.61,1636999200,1636394465,1526428800
El Hijo - A Wild West Tale,50,19.99,80.5,1636999200,1636394465,1606953600
Viki Spotter: Sports,86,1.21,83.53,1636999200,1636394465,1527552000
Gopnik Simulator,49,1.15,44.78,1637085600,1635872777,1526342400
Ants! Mission of the salvation,40,2.69,63.45,1636999200,1636394465,1527206400
Pestis,86,1.21,76.49,1636999200,1636394465,1525910400
Lost,50,1.14,42.27,1637258400,1636045564,1531094400
Stickman in the Portal,50,1.14,59.58,1636999200,1635442731,1530403200
Russian Gangsta In HELL,50,1.14,52.28,1636999200,1636394465,1525824000
CyberLink PowerDVD 18 Standard,40,39.59,29.16,1636999200,1636394465,1529452800
Cows VS Vikings,30,13.01,83.16,1636999200,1636394465,1544054400
Zeliria Sanctuary,53,9.72,82.77,1636999200,1636394465,1546819200
Next 4,40,1.37,83.55,1636999200,1636394465,1527811200
DON'T DIE!,50,1.14,72.09,1636740000,1636438802,1526860800
Pinball 2018,74,1.16,47.88,1636999200,1636394465,1526601600
Cube - The Jumper,74,1.16,38.13,1636999200,1636394465,1526342400
Falling words,90,2.06,59.65,1637172000,1635962917,1526428800
ARENA 8,50,1.14,44.31,1637172000,1635962917,1526428800
Gachi Gang,50,1.14,44.48,1636999200,1636394465,1527379200
Putinoids VS Navalnyats - Путиноиды Против Навальнят,50,1.14,60.37,1636999200,1636394465,1526428800
BLACK BIRD,50,18.99,81.07,1636740000,1636182400,1540857600
Knife Flipping,50,1.14,51.56,1637258400,1636045564,1531094400
Soviet Bear Uni Adventure,90,2.06,75.03,1636740000,1635527126,1572998400
Black Paradox,70,8.69,68.61,1636999200,1636394466,1532649600
Scalak,60,1.79,91.28,1636999200,1636394466,1526947200
USA 2020,75,1.49,79.28,1636999200,1636394466,1527897600
Vietcong,83,1.85,28.51,1636563600,1635354346,1527206400
Unexpected Journey 奇幻之旅,55,2.02,46.68,1636999200,1636394466,1530403200
Drizzlepath: Deja Vu,50,4.34,72.95,1637344800,1636131951,1527206400
Adventures Of Pipi 2 Save Hype,50,1.14,64.52,1636999200,1636394466,1527120000
Castle: Jigsaw Puzzles,65,1.57,66.98,1636999200,1636394466,1527033600
Hentai 3018,50,1.14,73.22,1636999200,1636394466,1527724800
Gaze At Maze,60,1.79,33.24,1637604000,1636394466,1531440000
Geometry Rush,50,1.14,78.09,1637258400,1636045565,1531440000
Super Jigsaw Puzzle: Cities,89,1.19,85.12,1636999200,1636394467,1527552000
Deconstructor,74,1.16,41.05,1636999200,1636394467,1527811200
Prison Test,50,1.14,52.47,1636999200,1636394467,1527552000
Footy Ball Tournament 2018,80,2.17,32.94,1637258400,1636045565,1528934400
Time Tenshi,40,17.39,39.72,1636999200,1636394467,1600992000
ROS,50,1.14,53.3,1637085600,1635872778,1527897600
Intelligence: Anime girls,86,1.21,50.0,1636999200,1636394467,1527897600
Balance of Soccer,30,7.62,40.4,1636999200,1636394467,1544486400
Super Seducer 2 - Advanced Seduction Tactics,61,10.48,78.97,1636999200,1635789878,1536796800
Starcom: Nexus,30,26.59,87.3,1637258400,1636045566,1576108800
SAVANNA SHOT VR,80,5.57,64.08,1637172000,1635962918,1527552000
Zombie Rampage,85,1.85,31.85,1636999200,1636394467,1527638400
Murasaki Tsurugi,50,5.44,79.39,1636740000,1636182401,1545091200
AHEGAL,25,3.36,83.87,1636999200,1636394467,1539216000
Vein Hotel,20,6.95,58.33,1636999200,1636394466,1529107200
Putin Run Away From Trump,50,1.14,58.28,1636999200,1636394466,1527811200
!AnyWay!,10,3.78,65.57,1636999200,1635789876,1528243200
Up Left Out,15,1.94,86.26,1636999200,1636394466,1530057600
Out of Reach: Treasure Royale,90,2.89,63.32,1636999200,1636394466,1602633600
Range Ball,50,1.14,65.67,1636912800,1636308050,1522540800
Psycho Wolf,90,1.65,53.98,1637431200,1636218338,1605830400
Pixel Traffic: Highway Racing,50,1.14,56.6,1636999200,1636394466,1528243200
Gravity Jump,74,1.16,55.13,1636999200,1636394466,1528761600
Mushroom Quest,82,1.16,71.24,1637085600,1635872778,1529280000
What do you hear?? Yanny vs Laurel,89,1.19,53.75,1636999200,1636394466,1528502400
Horny Fighter,50,1.14,55.59,1636826400,1635615033,1532390400
AridFortress,85,1.85,27.58,1636999200,1636394467,1528243200
The Federal Rescue,90,3.49,48.56,1637172000,1635962919,1528675200
Super Golf 2018,86,1.21,64.87,1636999200,1636394467,1528675200
3D Gravity Rocket,74,1.16,55.17,1636999200,1636394467,1528761600
Dungeon Rush,40,5.21,63.21,1636650000,1635442734,1533686400
Z Dawn,40,12.41,72.42,1636999200,1636394468,1575590400
Test your knowledge: Cities,86,1.21,63.88,1636999200,1636394468,1528934400
SurvivalZ Battlegrounds,50,1.14,60.35,1637258400,1636045565,1554163200
Hentai Memory,40,1.37,84.51,1636999200,1636394468,1532044800
mr.Vegan,70,1.34,75.6,1636999200,1636394468,1529452800
Paris: Jigsaw Puzzles,65,1.57,54.17,1636999200,1636394468,1528848000
Freebot : Battle for FreeWeb,60,1.79,61.95,1636999200,1636394468,1529280000
Lost Artifacts: Soulstone,90,2.89,42.04,1636999200,1636394468,1545350400
HUNTER BRICK BALL,50,2.24,67.75,1636912800,1636308050,1561939200
Swipe Fruit Smash,89,1.19,54.84,1637085600,1635872967,1529884800
Chess Puzzles,74,1.16,39.66,1636999200,1636394468,1529452800
Dinosaur Hunt Puzzle,50,1.14,70.46,1636999200,1636394468,1528848000
The Putinland: Divide & Conquer,74,1.16,44.73,1636740000,1635442734,1530576000
School of Horror,74,1.16,30.88,1637085600,1635872780,1529539200
Furious Seas,30,26.59,70.62,1636999200,1636394468,1626566400
The Lost Light of Sisu,80,4.13,-1.0,1636650000,1635442734,1551225600
Candy,30,1.6,70.84,1636999200,1636394469,1529366400
Zero Caliber VR,30,39.19,78.0,1636999200,1636394469,1541721600
18+,50,1.14,61.82,1636999200,1635789879,1530576000
Coinon,74,1.68,31.2,1636999200,1636394469,1529366400
Puzzles for smart: Cats,86,1.21,54.69,1636999200,1636394469,1529625600
One Day for Revenge,90,1.23,59.97,1637172000,1635962918,1531872000
Super Jigsaw Puzzle: Monuments,89,1.19,81.11,1636999200,1636394469,1529539200
70 Seconds Survival,74,1.16,40.32,1637085600,1635920127,1533686400
Cute Cats PuZZles,50,1.14,64.87,1636999200,1636394469,1529366400
Dragon`s Checkers,55,2.92,50.0,1637172000,1636131949,1536883200
Battle Simulator,50,1.14,55.36,1637258400,1636045565,1538006400
Vatnik Simulator - A Russian Patriot Game,50,1.14,42.79,1636999200,1636394468,1529539200
AKAI NOROI,50,13.44,50.0,1637085600,1635872781,1595548800
Sniper Fodder,62,1.7,53.98,1636999200,1636394468,1528243200
Bloody Sand,50,1.14,43.17,1637085600,1635872781,1530662400
The Slater,85,3.1,70.38,1636999200,1635789879,1537401600
Business Tycoon Billionaire,50,1.14,33.24,1636999200,1636394468,1530748800
Drive Switch Evade,82,1.16,65.42,1637085600,1635872781,1531353600
Monster Energy Supercross - The Official Videogame 2,80,11.59,78.61,1636999200,1636394468,1549584000
Sudoku Original,74,1.16,47.22,1636999200,1636394468,1530230400
The Warrior War,90,3.49,39.72,1637172000,1635962919,1533254400
Zeon 25,86,1.21,73.57,1636999200,1636394468,1581638400
Viviette,50,9.99,81.74,1637085600,1635872783,1539820800
AVATAR: Consolidate,84,2.31,35.65,1636563600,1635354350,1530230400
Cabins: Jigsaw Puzzles,65,1.57,66.62,1636999200,1636394468,1530748800
Professor Watts Word Search: Pirates Life,90,1.99,44.87,1636999200,1636394468,1530144000
Professor Watts Word Search: Yummy Foods,90,1.99,50.0,1636999200,1636394468,1530489600
Tower Stacker,50,1.14,60.28,1636999200,1636394469,1530489600
Nova-Life,50,10.34,71.86,1637431200,1636218339,1595635200
Ginga Force,35,24.69,80.02,1637172000,1636394469,1600905600
Smash Halloween Pumpkins: The Challenge,45,1.25,45.31,1637604000,1636394469,1536883200
Hentai Temple,50,1.14,67.52,1637258400,1636045566,1533254400
RKN Block Me: Telegram,50,1.14,77.19,1636826400,1635615034,1550534400
The Island Combat,90,3.49,31.03,1637172000,1635962919,1530835200
UnBorn,85,1.85,34.58,1636999200,1636394469,1530662400
Tomato Way 2,65,3.04,65.8,1636999200,1636394469,1531180800
TAL: Arctic,49,1.15,54.88,1636999200,1635789879,1531267200
Zombie Head,50,2.24,53.32,1637258400,1636045822,1532476800
Guess who ?,50,1.14,56.25,1636999200,1636394469,1530748800
Summer: Jigsaw Puzzles,65,3.04,40.58,1636999200,1636394468,1531785600
Ray of Light,74,1.68,63.53,1636999200,1636394468,1531353600
The Witch & The 66 Mushrooms,30,10.14,80.21,1636740000,1636182401,1604707200
Fast Dust,60,12.39,52.78,1636999200,1636394468,1534896000
Love's Sweet Garnish,40,22.2,89.3,1636740000,1636182402,1536278400
Robots 2 Unknown World,86,1.21,47.89,1636999200,1636394468,1531440000
The Searcher Wild West Adventure,50,1.14,34.07,1636999200,1636394468,1531353600
Fish Catcher,40,1.37,65.38,1636999200,1636394469,1531440000
Synthrun,50,1.14,30.8,1637258400,1636045567,1549497600
Gold Digger Maze,86,1.21,44.0,1636999200,1636394469,1532390400
Voxel Race,50,1.14,52.98,1637258400,1636045567,1541462400
THE LONGING,25,21.74,88.8,1636999200,1636394469,1583366400
Unmanned helicopter,86,1.21,50.0,1636999200,1636394469,1532044800
PIDO1,50,1.14,62.39,1636999200,1635442737,1531872000
Bernie’s Nightmare,50,1.14,55.36,1636999200,1635442737,1532736000
Push Blox 2,50,2.24,77.41,1636826400,1636218339,1590537600
Supaplex HARD,70,6.2,70.57,1636999200,1636394469,1535328000
My House,50,1.14,58.74,1637258400,1636045568,1558915200
Whispering Flames,50,3.24,71.25,1636999200,1635789877,1542412800
Nazi Bunker,50,1.14,70.57,1636999200,1636394470,1532044800
Esports Life Tycoon,40,22.79,59.83,1637085600,1635872783,1599091200
Demonheart: Hunters,50,18.99,76.38,1636999200,1635442738,1580169600
Color Party,40,1.37,38.22,1637172000,1635962920,1532476800
UBERMOSH:SANTICIDE,45,1.14,84.46,1637604000,1636394470,1532649600
Escape Game,50,1.14,77.41,1637258400,1636045568,1541462400
Axis & Allies 1942 Online,40,22.79,74.43,1637085600,1636476602,1636416000
PROTEST,70,1.64,59.69,1636999200,1636394470,1538524800
NEKOPARA Extra,60,6.3,93.54,1636740000,1636182402,1532563200
Dogs of War: Kill to Survive,83,1.85,25.49,1636563600,1635354352,1535068800
Kings,50,1.14,36.25,1637258400,1636045568,1541116800
Fairy Knights,60,8.27,75.77,1636740000,1636182400,1548979200
Vambrace: Cold Soul,80,9.49,63.13,1637172000,1636394470,1559001600
TOK,50,1.14,83.23,1636999200,1636394470,1542240000
Small Sister,74,1.16,44.53,1637517600,1636308052,1534291200
Pinup Ball - Sexy Strip Pinball,80,4.13,61.85,1636999200,1636394470,1581552000
21+,50,1.14,47.73,1636999200,1635789880,1534464000
TAL: Arctic 2,49,1.15,54.5,1636999200,1635789881,1533254400
Hentai Case Opening,50,1.14,68.08,1637258400,1636045569,1538006400
Repeat the image: Animals,86,1.21,57.39,1636999200,1636394470,1533340800
Kamikaze Cube 2,50,1.14,33.4,1636999200,1636394470,1533081600
LUXO Buddies,50,1.14,59.97,1636999200,1636394470,1533945600
Zombie Flick | 僵尸快打,60,3.47,48.82,1636999200,1636394470,1538092800
Typical,50,8.29,78.03,1637690400,1636480917,1544832000
goto,50,1.14,64.76,1636999200,1636394470,1534464000
Political Puzzle,50,1.14,49.5,1636999200,1636394470,1533600000
Amulet Zero 零物语 - Optimize,25,1.71,74.93,1636999200,1636131952,1534204800
Girlfriend Cards,50,1.14,43.56,1636912800,1636308052,1486166400
Lawnmower Game 3: Horror,74,1.16,53.13,1637085600,1635920129,1539129600
Falldown 79: Bottle of truth,50,1.14,54.08,1636999200,1635789881,1535155200
Basketball Hoop,89,1.19,51.25,1636999200,1636394470,1533945600
Steel Vampire,50,10.34,79.25,1636999200,1636157118,1542326400
"A.D.M(Angels,Demons And Men)",90,2.06,50.0,1637258400,1636045569,1534291200
Cortex,50,1.14,50.0,1637258400,1636045570,1541116800
Professor Watts Memory Match: Cute Animals,90,1.99,40.2,1636999200,1636394470,1533600000
Professor Watts Memory Match: Fresh Fruit,90,1.99,48.56,1636999200,1636394470,1533945600
Puzzle Monarch: Vampires,90,1.99,39.24,1636999200,1636394470,1533772800
Intelligence: Cats,86,1.21,55.69,1636999200,1636394470,1533945600
Hentai IQ Puzzle,49,1.15,70.64,1637085600,1635872784,1536364800
Girls,40,1.37,70.13,1636999200,1636394470,1547769600
Dangerous Lands - Magic and RPG,90,2.4,68.39,1637344800,1636131952,1581379200
Hentai Dojo,50,1.14,62.4,1637258400,1636045570,1535068800
Swamp Jump,74,1.16,50.0,1636999200,1636394470,1534809600
HALF DEAD 2,50,4.49,80.93,1636999200,1636394470,1564704000
Hentai Shooter 3D,50,1.14,74.51,1636999200,1635789881,1535760000
Super Strawberry Man,60,1.79,50.0,1637604000,1636394470,1541116800
Anime Girl Or Boy?,50,1.14,58.05,1636999200,1636394470,1534291200
The planet's rescuer,62,1.7,70.84,1636999200,1636394470,1546300800
ULTIMATE HARDBASS DEFENCE,40,2.69,87.9,1636826400,1635615035,1555027200
Everreach: Project Eden,80,9.49,47.6,1637172000,1636394470,1575417600
Doodle Derby,80,2.47,71.57,1637172000,1636394471,1599091200
Crime Girl,83,1.85,68.15,1637431200,1636218340,1537142400
Blue Time,40,1.37,40.58,1636740000,1635498622,1586822400
Puzzle Monarch: Super Natural,90,1.99,39.05,1636999200,1636394471,1534809600
Puzzle Monarch: Zombie,90,1.99,35.65,1636999200,1636394471,1534982400
Infommi,87,1.16,67.06,1637172000,1635962920,1536883200
WORLD HENTAI,40,2.69,66.95,1636999200,1636394471,1535760000
